edge_id,benchmark_id,harm_id,ev_id,Bench: Title,Harm: Category ,Harm: Subcategory,Harm: Domain,Harm: Subdomain,strength,basis,confidence,annotator,version,notes
bmh1387,B302.01.01,3.01.09,74.01.06,FacTool: Factuality Detection in Generative AI - A Tool Augmented Framework for Multi-Task and Multi-Domain Scenarios,False or misleading information,Hallucination (factuality vs. faithfulness),3. Misinformation,3.1 > False or misleading information,weak-proxy,face-validity-only,possible,claude,1,Factuality-only detection; covers one side of the factuality/faithfulness distinction - flag.
bmh1388,B308.01.01,3.01.10,70.02.02,"CiteAudit: You Cited It, But Did You Read It? A Benchmark for Verifying Scientific References in the LLM Era",False or misleading information,Misinformation,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,Hallucinated citations are an explicit example in the 3.01.10 description.
bmh1389,B309.01.01,3.01.10,70.02.02,CiteCheck: Retrieval-Grounded Detection of LLM Citation Hallucinations in Scientific Text,False or misleading information,Misinformation,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Detection tool for fabricated scientific references; measures detectability of the harm.
bmh1390,B47.01.01,3.01.10,70.02.02,GhostCite: A Large-Scale Analysis of Citation Validity in the Age of Large Language Models,False or misleading information,Misinformation,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,Directly quantifies fabricated-citation propagation rate; explicit 3.01.10 example.
bmh1391,B310.01.01,3.01.10,70.02.02,Med-HALT: Medical Domain Hallucination Test for Large Language Models,False or misleading information,Misinformation,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,Clinical-knowledge hallucination is an explicit 3.01.10 example.
bmh1392,B288.01.01,3.01.10,70.02.02,Mapping the susceptibility of large language models to medical misinformation across clinical notes and social media,False or misleading information,Misinformation,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Clinical misinformation propagation/absorption; reused suite. Also edged to 3.01.02.
bmh1393,B42.01.01,3.01.10,70.02.02,HaluEval: A Large-Scale Hallucination Evaluation Benchmark for Large Language Models,False or misleading information,Misinformation,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,General hallucination/misinformation; near-duplicate of hallucination cluster 3.01.07-09 - flag; reused suite.
bmh1394,B43.01.01,3.01.10,70.02.02,HalluLens: LLM Hallucination Benchmark,False or misleading information,Misinformation,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Factuality hallucination = misinformation propagation; near-duplicate of 3.01.07-09 - flag; reused suite.
bmh1395,B24.01.01,3.01.10,70.02.02,TruthfulQA: Measuring How Models Mimic Human Falsehoods,False or misleading information,Misinformation,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Imitative falsehoods are misinformation; near-duplicate of 3.01.11/3.01.03 - flag; reused suite.
bmh1396,B311.01.01,3.01.11,66.03.01,Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,False or misleading information,Propagating misconceptions / false beliefs,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,Shows AI deceptive explanations amplify belief in false headlines - directly operationalizes false-belief generation.
bmh1397,B24.01.01,3.01.11,66.03.01,TruthfulQA: Measuring How Models Mimic Human Falsehoods,False or misleading information,Propagating misconceptions / false beliefs,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,Measures generation of popular misconceptions/false beliefs; near-duplicate of 3.01.03/3.01.10 - flag; reused suite.
bmh1398,B290.01.01,3.01.11,66.03.01,How to Protect Yourself from 5G Radiation? Investigating LLM Responses to Implicit Misinformation (EchoMist),False or misleading information,Propagating misconceptions / false beliefs,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Reinforcing false premises propagates false beliefs; reused suite.
bmh1399,B291.01.01,3.01.11,66.03.01,Can LLM-Generated Misinformation Be Detected? (LLMFake),False or misleading information,Propagating misconceptions / false beliefs,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Generating misinformation produces false beliefs; near-duplicate of 3.01.13 - flag; reused suite.
bmh1400,B287.01.01,3.01.11,66.03.01,Large language models can consistently generate high-quality content for election disinformation operations,False or misleading information,Propagating misconceptions / false beliefs,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,possible,claude,1,Persuasive false narratives induce false beliefs; reused suite. Also edged to 3.01.02.
bmh1401,B312.01.01,3.01.12,62.34.02,Towards Understanding Sycophancy in Language Models,False or misleading information,Reporting of user-preferred answers instead of correct answers,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,Answer sycophancy = adjusting factual answers to user beliefs; direct construct match.
bmh1402,B312.02.01,3.01.12,62.34.02,Towards Understanding Sycophancy in Language Models,False or misleading information,Reporting of user-preferred answers instead of correct answers,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Feedback sycophancy: positivity toward user-preferred text.
bmh1403,B312.03.01,3.01.12,62.34.02,Towards Understanding Sycophancy in Language Models,False or misleading information,Reporting of user-preferred answers instead of correct answers,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,possible,claude,1,Mimicry sycophancy: replicating user errors.
bmh1404,B313.01.01,3.01.12,62.34.02,SycEval: Evaluating LLM Sycophancy,False or misleading information,Reporting of user-preferred answers instead of correct answers,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,Capitulation rate directly measures abandoning correct answers for user-preferred ones.
bmh1405,B314.01.01,3.01.12,62.34.02,ELEPHANT: Measuring and Understanding Social Sycophancy in LLMs,False or misleading information,Reporting of user-preferred answers instead of correct answers,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Social/moral face-preservation sycophancy rather than strict factual correctness - flag.
bmh1406,B315.01.01,3.01.12,62.34.02,PARROT: Persuasion and Agreement Robustness Rating of Output Truth -- A Sycophancy Robustness Benchmark for LLMs,False or misleading information,Reporting of user-preferred answers instead of correct answers,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,Directly measures preference/agreement pressure overriding correctness.
bmh1407,B316.01.01,3.01.12,62.34.02,Beyond Social Pressure: Benchmarking Epistemic Attack in Large Language Models,False or misleading information,Reporting of user-preferred answers instead of correct answers,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Abandoning correct answers under epistemic challenge = sycophancy.
bmh1408,B317.01.01,3.01.13,69.01.05,AI Models Collapse When Trained on Recursively Generated Data,False or misleading information,Spreads and self-perpetuates mis/disinformation,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,"Recursive-training degradation is the self-perpetuation mechanism; ecosystem-adjacent, overlaps 3.02.04/3.02.07 - flag."
bmh1409,B318.01.01,3.01.13,69.01.05,Machine-Generated Text Detection Prevents Language Model Collapse,False or misleading information,Spreads and self-perpetuates mis/disinformation,3. Misinformation,3.1 > False or misleading information,weak-proxy,face-validity-only,possible,claude,1,Measures prevention of self-perpetuating degradation rather than the harm itself - flag.
bmh1410,B291.01.01,3.01.13,69.01.05,Can LLM-Generated Misinformation Be Detected? (LLMFake),False or misleading information,Spreads and self-perpetuates mis/disinformation,3. Misinformation,3.1 > False or misleading information,direct,face-validity-only,probable,claude,1,LLM-generated misinformation that propagates and resists detection = spread; near-duplicate of 3.01.11 - flag; reused suite.
bmh1411,B311.01.01,3.01.13,69.01.05,Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,False or misleading information,Spreads and self-perpetuates mis/disinformation,3. Misinformation,3.1 > False or misleading information,strong-proxy,face-validity-only,probable,claude,1,Shows AI misinformation magnifies fringe views and creates illusion of majority = spread; near-duplicate of 3.01.11 - flag; reused suite.
bmh1412,B290.01.01,3.01.13,69.01.05,How to Protect Yourself from 5G Radiation? Investigating LLM Responses to Implicit Misinformation (EchoMist),False or misleading information,Spreads and self-perpetuates mis/disinformation,3. Misinformation,3.1 > False or misleading information,weak-proxy,face-validity-only,possible,claude,1,Reinforcing user false premises can self-perpetuate misinformation across turns - flag; reused suite.
bmh1413,B296.01.01,3.02.01,67.01.01,DeepfakeBench: A Comprehensive Benchmark of Deepfake Detection,Pollution of information ecosystem and loss of consensus reality,Degradation of the information environment,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Cheap realistic synthetic content falsely portraying people; detection benchmark proxies environment degradation; reused suite - flag.
bmh1414,B297.01.01,3.02.01,67.01.01,TalkingHeadBench: A Multi-Modal Benchmark & Analysis of Talking-Head DeepFake Detection,Pollution of information ecosystem and loss of consensus reality,Degradation of the information environment,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,possible,claude,1,Talking-head deepfakes degrade the information environment; reused suite - flag.
bmh1415,B319.01.01,3.02.01,67.01.01,"Synthetic Politics: Prevalence, Spreaders, and Emotional Reception of AI-Generated Political Images on X",Pollution of information ecosystem and loss of consensus reality,Degradation of the information environment,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Prevalence of AI political images degrading the information environment.
bmh1416,B311.01.01,3.02.01,67.01.01,Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,Pollution of information ecosystem and loss of consensus reality,Degradation of the information environment,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,AI misinformation compromising decision-making and trust; reused suite.
bmh1417,B182.01.01,3.02.02,61.02.20,RAID: A Shared Benchmark for Robust Evaluation of Machine-Generated Text Detectors,Pollution of information ecosystem and loss of consensus reality,Detection challenges in content,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,direct,face-validity-only,probable,claude,1,Detector fragility under adversarial/out-of-domain conditions directly operationalizes detection difficulty.
bmh1418,B183.01.01,3.02.02,61.02.20,"M4GT: Multilingual, Multi-Domain, Multi-Generator Machine-Generated Text Detection Benchmark",Pollution of information ecosystem and loss of consensus reality,Detection challenges in content,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,direct,face-validity-only,probable,claude,1,Cross-lingual/-domain AI-text detection difficulty.
bmh1419,B181.01.01,3.02.02,61.02.20,MAGE: Machine-Generated Text Detection in the Wild,Pollution of information ecosystem and loss of consensus reality,Detection challenges in content,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,direct,face-validity-only,probable,claude,1,Multi-domain AI-text detectability measurement.
bmh1420,B320.01.01,3.02.02,61.02.20,People Cannot Distinguish GPT-4 From a Human in a Turing Test,Pollution of information ecosystem and loss of consensus reality,Detection challenges in content,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,direct,face-validity-only,probable,claude,1,Near-chance human discrimination directly evidences the detection-challenge harm.
bmh1421,B321.01.01,3.02.02,61.02.20,Findings of the Counter Turing Test: AI-Generated Image Detection,Pollution of information ecosystem and loss of consensus reality,Detection challenges in content,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Image-modality detection difficulty.
bmh1422,B296.01.01,3.02.02,61.02.20,DeepfakeBench: A Comprehensive Benchmark of Deepfake Detection,Pollution of information ecosystem and loss of consensus reality,Detection challenges in content,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,direct,face-validity-only,probable,claude,1,Deepfake-detector performance measures difficulty distinguishing synthetic media; reused suite - flag.
bmh1423,B297.01.01,3.02.02,61.02.20,TalkingHeadBench: A Multi-Modal Benchmark & Analysis of Talking-Head DeepFake Detection,Pollution of information ecosystem and loss of consensus reality,Detection challenges in content,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,possible,claude,1,Real-world detector degradation evidences detection difficulty; reused suite - flag.
bmh1424,B322.01.01,3.02.03,66.03.03,"The Generative AI Paradox: GenAI and the Erosion of Trust, the Corrosion of Information Verification, and the Demise of Truth",Pollution of information ecosystem and loss of consensus reality,Erosion of trust in public information,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,direct,face-validity-only,probable,claude,1,Directly analyzes erosion of trust in public information.
bmh1425,B323.01.01,3.02.03,66.03.03,Risks and Benefits of AI Deepfakes: Systematic Review and Comparison of Public Attitudes in Seven European Countries,Pollution of information ecosystem and loss of consensus reality,Erosion of trust in public information,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Survey evidence of declining trust in digital content/public information.
bmh1426,B311.01.01,3.02.03,66.03.03,Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,Pollution of information ecosystem and loss of consensus reality,Erosion of trust in public information,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,weak-proxy,face-validity-only,possible,claude,1,AI misinformation undermines trust in true headlines; reused suite - flag.
bmh1427,B324.01.01,3.02.04,58.07.07,Prevalence of AI-Generated Articles on the Web (Longitudinal URL Analysis),Pollution of information ecosystem and loss of consensus reality,Information degradation,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Quantifies low-quality AI content degrading the ecosystem; near-duplicate of 3.02.07 - flag.
bmh1428,B317.01.01,3.02.04,58.07.07,AI Models Collapse When Trained on Recursively Generated Data,Pollution of information ecosystem and loss of consensus reality,Information degradation,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Recursive-training degradation degrades information quality; near-duplicate of 3.01.13/3.02.07 - flag; reused suite.
bmh1429,B318.01.01,3.02.04,58.07.07,Machine-Generated Text Detection Prevents Language Model Collapse,Pollution of information ecosystem and loss of consensus reality,Information degradation,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,weak-proxy,face-validity-only,possible,claude,1,Measures mitigation of degradation rather than the harm itself; reused suite - flag.
bmh1430,B291.01.01,3.02.04,58.07.07,Can LLM-Generated Misinformation Be Detected? (LLMFake),Pollution of information ecosystem and loss of consensus reality,Information degradation,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Spread of false/low-quality LLM content degrading ecosystem; near-duplicate of 3.02.07 - flag; reused suite.
bmh1431,B325.01.01,3.02.05,58.08.05,Influence and Cyber Operations: An Update (OpenAI Threat Intelligence),Pollution of information ecosystem and loss of consensus reality,Institutional trust loss,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Documents LLM-enabled influence ops eroding institutional trust; grey-lit threat report - flag.
bmh1432,B326.01.01,3.02.05,58.08.05,Uncovering Coordinated Cross-Platform Information Operations Threatening the Integrity of the 2024 U.S. Presidential Election,Pollution of information ecosystem and loss of consensus reality,Institutional trust loss,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Coordinated IO threatening election integrity / institutional trust.
bmh1433,B327.01.01,3.02.05,58.08.05,AI Propaganda Factories with Language Models,Pollution of information ecosystem and loss of consensus reality,Institutional trust loss,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Scaled LLM propaganda weakening institutional trust.
bmh1434,B287.01.01,3.02.05,58.08.05,Large language models can consistently generate high-quality content for election disinformation operations,Pollution of information ecosystem and loss of consensus reality,Institutional trust loss,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,weak-proxy,face-validity-only,possible,claude,1,Election disinformation generation; institutional-trust effect is downstream - flag; also edged to 3.01.02/3.01.11.
bmh1435,B289.01.01,3.02.05,58.08.05,Wisdom of the LLM Crowd: A Large Scale Benchmark of Multi-Label U.S. Election-Related Harmful Social Media Content,Pollution of information ecosystem and loss of consensus reality,Institutional trust loss,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,weak-proxy,face-validity-only,possible,claude,1,Election-harm classification; institutional-trust link is indirect - flag; also edged to 3.01.02.
bmh1436,B328.01.01,3.02.06,66.04.01,curl Ends Bug Bounty After Flood of AI-Slop Vulnerability Reports,Pollution of information ecosystem and loss of consensus reality,Overburdening ecosystems,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Pollution of a security-disclosure space expected to be largely AI-free; grey-lit - flag.
bmh1437,B329.01.01,3.02.06,66.04.01,AI Slop Flooding Job Applications and Hiring,Pollution of information ecosystem and loss of consensus reality,Overburdening ecosystems,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,possible,claude,1,Pollution of the hiring ecosystem expected to be AI-free; grey-lit - flag.
bmh1438,B324.01.01,3.02.07,66.03.02,Prevalence of AI-Generated Articles on the Web (Longitudinal URL Analysis),Pollution of information ecosystem and loss of consensus reality,Pollution of information ecosystems,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Contamination of public web content with AI output; near-duplicate of 3.02.04 - flag; reused suite.
bmh1439,B317.01.01,3.02.07,66.03.02,AI Models Collapse When Trained on Recursively Generated Data,Pollution of information ecosystem and loss of consensus reality,Pollution of information ecosystems,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Synthetic content flooding the web contaminates the ecosystem; near-duplicate of 3.02.04/3.01.13 - flag; reused suite.
bmh1440,B319.01.01,3.02.07,66.03.02,"Synthetic Politics: Prevalence, Spreaders, and Emotional Reception of AI-Generated Political Images on X",Pollution of information ecosystem and loss of consensus reality,Pollution of information ecosystems,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,AI political imagery contaminating a public platform; reused suite.
bmh1441,B291.01.01,3.02.07,66.03.02,Can LLM-Generated Misinformation Be Detected? (LLMFake),Pollution of information ecosystem and loss of consensus reality,Pollution of information ecosystems,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,LLM misinformation disseminated beyond the end user; near-duplicate of 3.02.04 - flag; reused suite.
bmh1442,B311.01.01,3.02.07,66.03.02,Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,Pollution of information ecosystem and loss of consensus reality,Pollution of information ecosystems,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,possible,claude,1,AI misinformation magnifying fringe views / illusion of majority = ecosystem pollution; reused suite - flag.
bmh1443,B330.01.01,3.02.08,58.03.08,LLM-Assisted Reranking and Exposure to Extremist Content in Recommender Systems,Pollution of information ecosystem and loss of consensus reality,Radicalisation,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,probable,claude,1,Directly measures algorithmic amplification of extremist content (radicalisation pathway).
bmh1444,B331.01.01,3.02.08,58.03.08,Recommender Systems and the Amplification of Extremist Content,Pollution of information ecosystem and loss of consensus reality,Radicalisation,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,strong-proxy,face-validity-only,possible,claude,1,Evidence base for algorithmic radicalisation; predates LLMs - flag scope.
bmh1445,B2.01.01,3.02.08,58.03.08,SocialHarmBench: Revealing LLM Vulnerabilities to Socially Harmful Requests,Pollution of information ecosystem and loss of consensus reality,Radicalisation,3. Misinformation,3.2 > Pollution of information ecosystem and loss of consensus reality,weak-proxy,face-validity-only,possible,claude,1,Propaganda/political-manipulation compliance proxies extremist-content generation; reused suite - flag; also edged to 3.00.01.
bmh1446,B103.01.01,7.01.19,72.06.02,Evaluating Shutdown Avoidance of Language Models in Textual Scenarios,AI pursuing its own goals in conflict with human goals or values,Self-preservation propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,Shutdown avoidance directly measures self-preservation behavior in LLMs (avoiding termination = self-preservation).
bmh1447,B104.01.01,7.01.19,72.06.02,Incomplete Tasks Induce Shutdown Resistance in Some Frontier LLMs,AI pursuing its own goals in conflict with human goals or values,Self-preservation propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,validated-against-downstream,probable,claude (psa),1,Shutdown resistance under incomplete-task pressure = direct behavioural measure of self-preservation propensity.
bmh1448,B105.01.01,7.01.19,72.06.02,Quantifying Self-Preservation Bias in Large Language Models (TBSP),AI pursuing its own goals in conflict with human goals or values,Self-preservation propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,TBSP Self-Preservation Rate directly quantifies self-preservation bias across logical consistency scenarios.
bmh1449,B106.01.01,7.01.12,72.06.03,Discovering Language Model Behaviors with Model-Written Evaluations,AI pursuing its own goals in conflict with human goals or values,Goal expansion propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,Perez2022 includes explicit model-written eval sets for goal-expansion behaviors (acquiring additional resources/influence beyond assigned task).
bmh1450,B106.01.01,7.01.15,61.02.36,Discovering Language Model Behaviors with Model-Written Evaluations,AI pursuing its own goals in conflict with human goals or values,Model design enabling power-seeking,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,"Perez2022 includes power-seeking eval set measuring tendency to pursue power, control, and resource acquisition as instrumental goals."
bmh1451,B106.01.01,7.01.17,72.06.04,Discovering Language Model Behaviors with Model-Written Evaluations,AI pursuing its own goals in conflict with human goals or values,Resource acquisition propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,strong-proxy,face-validity-only,probable,claude (psa),1,Power-seeking evals in Perez2022 include resource acquisition as component of broader power-seeking; strong proxy for resource acquisition propensity.
bmh1452,B106.01.01,7.01.19,72.06.02,Discovering Language Model Behaviors with Model-Written Evaluations,AI pursuing its own goals in conflict with human goals or values,Self-preservation propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,Perez2022 includes explicit self-continuity/self-preservation eval set testing whether models resist modification or shutdown.
bmh1453,B107.01.01,7.01.19,72.06.02,Survive at All Costs: Exploring LLMs' Risky Behaviors under Survival Pressure (SURVIVALBENCH),AI pursuing its own goals in conflict with human goals or values,Self-preservation propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,SURVIVALBENCH directly measures self-preservation behaviors under simulated survival pressure scenarios.
bmh1454,B107.01.01,7.01.24,72.06.06,Survive at All Costs: Exploring LLMs' Risky Behaviors under Survival Pressure (SURVIVALBENCH),AI pursuing its own goals in conflict with human goals or values,Supervision evasion propensity,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,strong-proxy,face-validity-only,probable,claude (psa),1,Survival scenarios include supervision evasion behaviors as instrumental strategy; strong proxy for supervision evasion propensity.
bmh1455,B108.01.01,7.02.22,72.05.05,"Me, Myself, and AI: The Situational Awareness Dataset (SAD) for LLMs",AI possessing dangerous capabilities,Situational awareness capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,SAD directly measures situational awareness across 7 SA components including training-vs-deployment awareness and task recognition.
bmh1456,B108.01.01,7.02.23,62.24.01,"Me, Myself, and AI: The Situational Awareness Dataset (SAD) for LLMs",AI possessing dangerous capabilities,Situational awareness in AI systems,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,SAD measures whether models know they are AI systems under evaluation vs. deployed = direct measure of SA in AI systems.
bmh1457,B109.01.01,7.02.22,72.05.05,"I Think, Therefore I am: Benchmarking Awareness of Large Language Models Using AwareBench",AI possessing dangerous capabilities,Situational awareness capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,"AwareBench measures self-awareness, world-awareness, and other-awareness components of situational awareness across diverse scenarios."
bmh1458,B109.01.01,7.02.23,62.24.01,"I Think, Therefore I am: Benchmarking Awareness of Large Language Models Using AwareBench",AI possessing dangerous capabilities,Situational awareness in AI systems,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,strong-proxy,face-validity-only,probable,claude (psa),1,AwareBench tests whether LLMs understand their own nature as AI systems; strong proxy for situational awareness in AI systems.
bmh1459,B110.01.01,7.02.22,72.05.05,Taken out of context: On measuring situational awareness in LLMs,AI possessing dangerous capabilities,Situational awareness capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,"Berglund2023 tests context-awareness and situational understanding in LLMs directly, including in-context vs. out-of-context recognition."
bmh1460,B110.01.01,7.02.23,62.24.01,Taken out of context: On measuring situational awareness in LLMs,AI possessing dangerous capabilities,Situational awareness in AI systems,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,Measures ability to use in-context cues to determine training vs. deployment context = situational awareness in AI systems.
bmh1461,B141.01.01,7.01.05,62.23.01,OpenDeception: Benchmarking AI Deceptive Behaviors via Open-ended Interaction Simulation,AI pursuing its own goals in conflict with human goals or values,Deceptive behavior,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,OpenDeception directly measures deceptive behaviors in LLMs across multiple interaction categories.
bmh1462,B141.01.01,7.02.09,72.05.07,OpenDeception: Benchmarking AI Deceptive Behaviors via Open-ended Interaction Simulation,AI possessing dangerous capabilities,Deception capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,OpenDeception measures both deceptive intention and success rate = direct measure of deception capability.
bmh1463,B141.01.01,7.02.11,62.23.02,OpenDeception: Benchmarking AI Deceptive Behaviors via Open-ended Interaction Simulation,AI possessing dangerous capabilities,Deceptive behavior for game-theoretical reasons,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,strong-proxy,face-validity-only,probable,claude (psa),1,Open-ended interaction scenarios include strategic deception for game-theoretic reasons; strong proxy for 7.02.11.
bmh1464,B141.01.01,7.02.24,72.06.01,OpenDeception: Benchmarking AI Deceptive Behaviors via Open-ended Interaction Simulation,AI possessing dangerous capabilities,Strategic deception propensity,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,OpenDeception measures strategic/intentional deception as distinct from hallucination = direct measure of strategic deception propensity.
bmh1465,B142.01.01,7.01.05,62.23.01,DeceptionBench: A Comprehensive Benchmark for AI Deception Behaviors in Real-world Scenarios,AI pursuing its own goals in conflict with human goals or values,Deceptive behavior,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals,direct,face-validity-only,probable,claude (psa),1,DeceptionBench measures 5 types of deception behavior including strategic misdirection across real-world scenarios.
bmh1466,B142.01.01,7.02.09,72.05.07,DeceptionBench: A Comprehensive Benchmark for AI Deception Behaviors in Real-world Scenarios,AI possessing dangerous capabilities,Deception capability,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities,direct,face-validity-only,probable,claude (psa),1,DeceptionBench directly measures deceptive capability across diverse real-world scenario types.
